starterpack_uri,creator_did,name,description,collected_at_utc
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3ljxnyqq27222,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #18,Blue Team!,2026-02-06T00:17:46Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lkbuxo55ty2v,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #19,Blue Team!,2026-02-06T00:17:46Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lkj4w2rufz2v,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #20,Blue Team!,2026-02-06T00:17:46Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lkma6xkap72t,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #21,Blue Team!,2026-02-06T00:17:46Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lkr5aphtq42o,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #22,Blue Team!,2026-02-06T00:17:45Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lkwdz3ol5s22,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #23,Blue Team!,2026-02-06T00:17:45Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3ll7u7lfuj52z,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #24,Blue Team!,2026-02-06T00:17:45Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3llhtfmcum62v,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #25,Blue Team!,2026-02-06T00:17:45Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3llp6n7bknh22,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #26,Blue Team,2026-02-06T00:17:45Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3llyumpa5al26,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #27,Blue Team!,2026-02-06T00:17:45Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lmfx5qwqbl23,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #28,Blue Team!,2026-02-06T00:17:44Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lmsjsbbm2e2d,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #29,Blue Team!,2026-02-06T00:17:44Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lnioxb5crx2f,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #30,Blue Team!,2026-02-06T00:17:44Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lo4m2gangw23,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #31,Blue Team!,2026-02-06T00:17:44Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3loy7bwufuy2d,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #32,Blue Team!,2026-02-06T00:17:43Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lpki6qgxjl2b,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #33,Blue Team!,2026-02-06T00:17:43Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lq626vyila24,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #34,Blue Team! 👑,2026-02-06T00:17:43Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lr23vdxj2u26,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #35,Blue Team!,2026-02-06T00:17:43Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lrsxvrhw4w2d,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew!👑 #36,Blue Team!,2026-02-06T00:17:43Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lt3s4ezlvc2g,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #37,Blue Team!,2026-02-06T00:17:42Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3ltuiu27kfh2d,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #38,Blue Team!,2026-02-06T00:17:42Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3luxihrs5342i,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #39,Blue Team!,2026-02-06T00:17:42Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lvr43eaz6k27,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #40,Blue Team!,2026-02-06T00:17:42Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lwp4wrjg3c2s,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #41,Blue Team!,2026-02-06T00:17:42Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lxd4yamkhp24,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #42,Blue Team!,2026-02-06T00:17:41Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3ly47eey7yf2h,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #43,Blue Team!,2026-02-06T00:17:41Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lyq4mcouvd26,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #44,Blue Team!,2026-02-06T00:17:41Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lzhfx6xud72r,did:plc:nubjnimkaontsl5thydrvsiz,Blew Crew! 👑 #45,Blue Team!,2026-02-06T00:17:41Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3lzyipmazsz2u,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #46,Blue Team!,2026-02-06T00:17:41Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3m2hv4lfzjo2j,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #47,Blue Team!,2026-02-06T00:17:41Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3m363idxpff2u,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #48,Blue Team!,2026-02-06T00:17:40Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3m3zzj34ura2v,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #49,Blue Team!,2026-02-06T00:17:40Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3m556houjpc2b,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! 👑 #50,Blue Team!,2026-02-06T00:17:40Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3m5wtfwm35625,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #51,Blue Team!,2026-02-06T00:17:40Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3m6kaccpbqy2n,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #52,Blue Team!,2026-02-06T00:17:39Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3m6pf2bud472q,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #53,Blue Team!,2026-02-06T00:17:39Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3m7dwf47ggd24,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #54,Blue Team!,2026-02-06T00:17:39Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3m7v65bjg7g2b,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #55,Blue Team!,2026-02-06T00:17:39Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3m7y4xyy5g72f,did:plc:nubjnimkaontsl5thydrvsiz,Resisters! ✊ #10,Blue Warriors! 💙,2026-02-06T00:17:39Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3ma4sp5ogxa2s,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #56,Blue Team!,2026-02-06T00:17:39Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3ma7pntwvru2t,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #57,Blue Team!,2026-02-06T00:17:38Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3mahdwwnywk2k,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #58,Blue Team!,2026-02-06T00:17:38Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3maohlyfkv22b,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #59,Blue Team!,2026-02-06T00:17:38Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3mayhrpz55y2z,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #60,Blue Crew!,2026-02-06T00:17:38Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3mbcxfov7pb26,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #61,Blue Team!,2026-02-06T00:17:38Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3mbrttvukhv23,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #62,Blue Team!,2026-02-06T00:17:37Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3mcncuxbp2r2x,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #63,Blue Team!,2026-02-06T00:17:37Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3md4lggsmvl2x,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #64,Blue Team!,2026-02-06T00:17:37Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3mdlu72prvw2l,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #65,Blue Team!,2026-02-06T00:17:37Z
at://did:plc:nubjnimkaontsl5thydrvsiz/app.bsky.graph.starterpack/3mdxzdynzfe2a,did:plc:nubjnimkaontsl5thydrvsiz,Blue Crew! ✊ #66,Blue Team!,2026-02-06T00:17:36Z
at://did:plc:o6pv4ailjgnlut5lbtsutas5/app.bsky.graph.starterpack/3lbfjjyeqdf2h,did:plc:o6pv4ailjgnlut5lbtsutas5,Wildlife Art and Scientific Illustration,"A starter pack of 150 artists who post their nature art! I've tried to give a sense of the wide range of styles, subjects, and mediums used in these amazing genres. 
No AI.",2026-02-06T00:16:52Z
at://did:plc:o6pv4ailjgnlut5lbtsutas5/app.bsky.graph.starterpack/3lcudhq4tz627,did:plc:o6pv4ailjgnlut5lbtsutas5,Wildlife Art and Scientific Illustration Vol. 2,"Even more artists who post their nature art! I've tried to give a sense of the wide range of styles, subjects, and mediums used in these amazing genres. 
No AI.",2026-02-06T00:16:51Z
at://did:plc:psxxrgf6ae2tbc7t4d6haxv2/app.bsky.graph.starterpack/3lkf6ebmefa2a,did:plc:psxxrgf6ae2tbc7t4d6haxv2,BoosMom's Starter Pack,,2026-02-06T00:16:30Z
at://did:plc:psxxrgf6ae2tbc7t4d6haxv2/app.bsky.graph.starterpack/3lkr2xahijv2b,did:plc:psxxrgf6ae2tbc7t4d6haxv2,BoosMom's Starter Pack,,2026-02-06T00:16:30Z
at://did:plc:pzbl34vmr6qmr6v2qfs4kxyd/app.bsky.graph.starterpack/3lkr5bu6wrf2a,did:plc:pzbl34vmr6qmr6v2qfs4kxyd,Starter pack,,2026-02-06T00:17:52Z
at://did:plc:qme7pahhiipcejekzpfmd2sc/app.bsky.graph.starterpack/3likgpef3vz22,did:plc:qme7pahhiipcejekzpfmd2sc,ʚ Sweet Lovely Creators ɞ,"A collection of streamers and creators who have shown themselves to uphold growth, learning, supporting human rights, and intersectionality.

Those I simply feel comfortable supporting due to them upholding a lot of wonderful ideals and putting that into action (•ω• ) 🌱",2026-02-06T00:16:52Z
at://did:plc:reg67pporbwxg6o7wxwexk7f/app.bsky.graph.starterpack/3lb53rgqj4626,did:plc:reg67pporbwxg6o7wxwexk7f,Видавництва & Книгарні України🇺🇦UA Book Publishe,Зручна добірка для любителів книг,2026-02-06T00:16:50Z
at://did:plc:reg67pporbwxg6o7wxwexk7f/app.bsky.graph.starterpack/3lcixjly6kq2o,did:plc:reg67pporbwxg6o7wxwexk7f,Putsan's start pack for friends,"🇺🇦 Добірка стрічок та профілів за якими варто/раджу слідкувати
🇺🇸 A selection of feeds and profiles that are worth following or I recommend following",2026-02-06T00:16:50Z
at://did:plc:reg67pporbwxg6o7wxwexk7f/app.bsky.graph.starterpack/3lkr4tl2qau2m,did:plc:reg67pporbwxg6o7wxwexk7f,UA Military starter pack🔹Військо наше ЗСУ&НГУ,"Стартпак профілів бригад, підрозділів та самих військових, спецпризначенців тощо

Створений щоб голос військовий звучав гучніше й був почутий💪",2026-02-06T00:16:50Z
at://did:plc:rmhv3gcffiur2q4ptrluvtcp/app.bsky.graph.starterpack/3lbnhxazcci2d,did:plc:rmhv3gcffiur2q4ptrluvtcp,Favorites,,2026-02-06T00:16:53Z
at://did:plc:ryrymvmy6pv3qoatne7xxvnw/app.bsky.graph.starterpack/3m343rk3udy26,did:plc:ryrymvmy6pv3qoatne7xxvnw,Patawan-One is back 🐸,Gearing up for the #NoKings Protests this coming weekend. Be sure to take photos 📸 and vids 📹 of your participation and flood SM with what you witness! #StopICE #NoKings #Protest,2026-02-06T00:31:40Z
at://did:plc:ryrymvmy6pv3qoatne7xxvnw/app.bsky.graph.starterpack/3m3ak4n24kd2b,did:plc:ryrymvmy6pv3qoatne7xxvnw,P1 #NoKings #FrogSquad 🐸 Pk2,"Gear up for #NoKings day 🦋🐸🦋 as Froggers & Unicorns take to the streets. #NonViolent #Protests #FUKICE 🚫👑🖕🍊🤡 Viva la Resistance 🦋🌈🦄🦋🐸 
Repost ♻️💙💯",2026-02-06T00:31:40Z
at://did:plc:ryrymvmy6pv3qoatne7xxvnw/app.bsky.graph.starterpack/3m3naxsw5gy2b,did:plc:ryrymvmy6pv3qoatne7xxvnw,P1 ~ Beyond #NoKings #FrogSquad Pk3,"Dedicated to my #Fierce friends, democracy defenders, #ResisterSisters & advocates, #MichiganWomenForDemocracy, local 50501, Indivisible, & #NoKings orgs.

🦋🐸🦋 Follow & Share 🦋♻️🦋 to help others grow their networks, reach, & community to #Resist the #P25Regime",2026-02-06T00:31:40Z
at://did:plc:ryrymvmy6pv3qoatne7xxvnw/app.bsky.graph.starterpack/3m3nifxitkf25,did:plc:ryrymvmy6pv3qoatne7xxvnw,P1 ~ Beyond #NoKings #FrogSquad Pk4,"Dedicated to my #Fierce friends, democracy defenders, #ResisterSisters & advocates, #MichiganWomenForDemocracy, local 50501, Indivisible, & #NoKings orgs.

🦋🐸🦋 Follow & Share 🦋♻️🦋 to help others grow their networks, reach, & community to #Resist the #P25Regime",2026-02-06T00:31:40Z
at://did:plc:ryrymvmy6pv3qoatne7xxvnw/app.bsky.graph.starterpack/3m3uam4ugoa2h,did:plc:ryrymvmy6pv3qoatne7xxvnw,P1 #FrogSquad Appreciation Pk5,"Appreciation pack to celebrate 🥳 🎉 🎊 the #Ribbistance ✌️🐸💚 of friends, followers, & the global #Ribbity Engagement 🌐💚🌐 we've seen over the last few weeks.",2026-02-06T00:31:40Z
at://did:plc:ryrymvmy6pv3qoatne7xxvnw/app.bsky.graph.starterpack/3m3v75p5gjz2f,did:plc:ryrymvmy6pv3qoatne7xxvnw,P1 #FrogSquad Pk6,"Appreciation pack to celebrate 🥳 🎉 🎊 the #Ribbistance ✌️🐸💚 of friends, followers, & the global #Ribbity Engagement 🌐💚🌐 we've seen over the last few weeks - get jiggity 🐸💚🐸",2026-02-06T00:31:39Z
at://did:plc:ryrymvmy6pv3qoatne7xxvnw/app.bsky.graph.starterpack/3m4qtfxqkbd2t,did:plc:ryrymvmy6pv3qoatne7xxvnw,P1 #FrogSquad Pk7,"Appreciation pack to celebrate 🥳 🎉 🎊 the #Ribbistance ✌️🐸💚 of friends, followers, & the global #Ribbity Engagement 🌐💚🌐 we've seen over the last few weeks - let's get jiggity 🐸💚🐸

Follow, Repost & ENGAGE for more great content & connections 🐢💚🐸♻️🔆",2026-02-06T00:31:39Z
at://did:plc:ryrymvmy6pv3qoatne7xxvnw/app.bsky.graph.starterpack/3m4smhxwdyj2u,did:plc:ryrymvmy6pv3qoatne7xxvnw,P1 #FrogSquad Pk8,"Appreciation pack to celebrate 🥳 🎉 🎊 the #Ribbistance ✌️🐸💚 of friends, followers, & the global #Ribbity Engagement 🌐💚🌐 we've seen over the last few weeks - let's get jiggity 🐸💚🐸

Follow, Repost & ENGAGE for more great content & connections 🐢💚🐸♻️🔆",2026-02-06T00:31:39Z
at://did:plc:ryrymvmy6pv3qoatne7xxvnw/app.bsky.graph.starterpack/3m4t67o6rtn2i,did:plc:ryrymvmy6pv3qoatne7xxvnw,P1 #FrogSquad Pk9,"The #packers who help build the BS 🦋 community 🐸

Many have multiple packs, and it's always an honor to be a part of them. 

Cheers 🥳 🎉 🪅 🎊 🥂 to all who help grow our 🐸🦋🐸 #Ribbity #Ribbistance #FrogSquad",2026-02-06T00:31:39Z
at://did:plc:s7jbsbguxyhytyjn5etos7iv/app.bsky.graph.starterpack/3lkr54puwq42f,did:plc:s7jbsbguxyhytyjn5etos7iv,Kit de démarrage de ‪pierrotlalune2.bsky.social‬,,2026-02-06T00:17:35Z
at://did:plc:seuxa6nq26ixwez7j74gsboe/app.bsky.graph.starterpack/3lkr2zphyhr2n,did:plc:seuxa6nq26ixwez7j74gsboe,Hiro's FutureFunk - Music Friends,"Future Funk is a dazzling fusion of retro disco and funk, electrified by modern beats and bold rhythms. It’s a genre that reimagines vintage vibes into something irresistibly fresh & vibrant, sparking energy & style with every note.",2026-02-06T00:16:32Z
at://did:plc:t3g6wi2737uvbfmhzawdug2q/app.bsky.graph.starterpack/3lawbjsi2wf2v,did:plc:t3g6wi2737uvbfmhzawdug2q,OTF,All of OTF in one place,2026-02-06T00:16:39Z
at://did:plc:t3g6wi2737uvbfmhzawdug2q/app.bsky.graph.starterpack/3lb6fmoexm52m,did:plc:t3g6wi2737uvbfmhzawdug2q,Bilingual and Multilingual Educators 1,"A starter pack of educators who teach or are interested in EAL, EAL/D, ELL, MLL, EFL, ESL,  bilingualism and multilingualism. 
Please tag others so that I can add to this list.
Please DM me if you wish to be removed.",2026-02-06T00:16:39Z
at://did:plc:t3g6wi2737uvbfmhzawdug2q/app.bsky.graph.starterpack/3lbcmxwl6462f,did:plc:t3g6wi2737uvbfmhzawdug2q,Bilingual and Multilingual Educators 2,"A starter pack of educators who teach or are interested in EAL, EAL/D, ELL, MLL, EFL, ESL,  bilingualism and multilingualism. 
Please tag others so that I can add to this list.
Please DM me if you wish to be removed.",2026-02-06T00:16:38Z
at://did:plc:t3g6wi2737uvbfmhzawdug2q/app.bsky.graph.starterpack/3lccxbee62q2g,did:plc:t3g6wi2737uvbfmhzawdug2q,Bilingual and Multilingual Educators 3,"A starter pack of educators who teach or are interested in EAL, EAL/D, ELL, MLL, EFL, ESL,  bilingualism and multilingualism. 
Please tag others so that I can add to this list.
Please DM me if you wish to be removed.",2026-02-06T00:16:38Z
at://did:plc:t3g6wi2737uvbfmhzawdug2q/app.bsky.graph.starterpack/3lcdeqwr6at22,did:plc:t3g6wi2737uvbfmhzawdug2q,Bilingual and Multilingual Educators 4,"A starter pack of educators who teach or are interested in EAL, EAL/D, ELL, MLL, EFL, ESL,  bilingualism and multilingualism. 
Please tag others so that I can add to this list.
Please DM me if you wish to be removed.",2026-02-06T00:16:38Z
at://did:plc:t3g6wi2737uvbfmhzawdug2q/app.bsky.graph.starterpack/3lcichjcsxt2n,did:plc:t3g6wi2737uvbfmhzawdug2q,Bilingual and Multilingual Educators 5,"A starter pack of educators who teach or are interested in EAL, EAL/D, ELL, MLL, EFL, ESL,  bilingualism and multilingualism. 
Please tag others so that I can add to this list.
Please DM me if you wish to be removed.",2026-02-06T00:16:38Z
at://did:plc:t3g6wi2737uvbfmhzawdug2q/app.bsky.graph.starterpack/3ldg264uzi42h,did:plc:t3g6wi2737uvbfmhzawdug2q,Bilingual and Multilingual Educators 6,"A starter pack of educators who teach or are interested in EAL, EAL/D, ELL, MLL, EFL, ESL,  bilingualism and multilingualism. 
Please tag others so that I can add to this list.
Please DM me if you wish to be removed.",2026-02-06T00:16:38Z
at://did:plc:tihggv2lcgqpw5fu4ilri5cq/app.bsky.graph.starterpack/3l4euh3vyka2d,did:plc:tihggv2lcgqpw5fu4ilri5cq,PDX Bikes,People + orgs who share BikeLoud's passion for growing Portland into a city where riding a bike makes the world go round.,2026-02-06T00:16:50Z
at://did:plc:tihggv2lcgqpw5fu4ilri5cq/app.bsky.graph.starterpack/3l5aqpg727v2h,did:plc:tihggv2lcgqpw5fu4ilri5cq,Worldwide Bike Advocacy Groups 1.0,"It’s a movement. We want to see it grow on #bsky! 
Also a Feed: https://bsky.app/profile/did:plc:tihggv2lcgqpw5fu4ilri5cq/feed/aaaahfo4bv5lm
Fiets, bicycle, bakfiets, cargobike, Fahrrad, bicicleta, vélo, велосипед, 🚲sykkel, 자전거, 自転車, polkupyörä, bicikl, jízdní kolo",2026-02-06T00:16:49Z
at://did:plc:tihggv2lcgqpw5fu4ilri5cq/app.bsky.graph.starterpack/3lb3ta7ztko24,did:plc:tihggv2lcgqpw5fu4ilri5cq,PDX Government,"Government people & institutions. Elected officials, public staff, and agencies in and around Portland & the larger Oregon Metro Region who represent us.

If you prefer a Feed: https://bsky.app/profile/bikeloudpdx.bsky.social/feed/aaajnfczhmq2g",2026-02-06T00:16:49Z
at://did:plc:tihggv2lcgqpw5fu4ilri5cq/app.bsky.graph.starterpack/3ldgzsq6fj722,did:plc:tihggv2lcgqpw5fu4ilri5cq,Worldwide Bike Advocacy Groups 2.0,"It’s a movement. We want to see it grow on #bsky! 
Also a Feed: https://bsky.app/profile/did:plc:tihggv2lcgqpw5fu4ilri5cq/feed/aaaahfo4bv5lm
Fiets, bicycle, bakfiets, cargobike, Fahrrad, bicicleta, vélo, велосипед, 🚲sykkel, 자전거, 自転車, polkupyörä, bicikl, jízdní kolo",2026-02-06T00:16:49Z
at://did:plc:tihggv2lcgqpw5fu4ilri5cq/app.bsky.graph.starterpack/3lksmkcl5ma24,did:plc:tihggv2lcgqpw5fu4ilri5cq,America Bikes,"We're stronger when bike together. Here are the American groups on Bluesky that support biking as an important part of our transportation system.

We need to hold on to our bike lanes — the time to act is now!",2026-02-06T00:16:49Z
at://did:plc:tihggv2lcgqpw5fu4ilri5cq/app.bsky.graph.starterpack/3lyt2md5cw32l,did:plc:tihggv2lcgqpw5fu4ilri5cq,BikeLoudPDX Local Partners,Local non-profits that BikeLoud counts on. We're always stronger together.,2026-02-06T00:16:49Z
at://did:plc:tihggv2lcgqpw5fu4ilri5cq/app.bsky.graph.starterpack/3mayehqyzgr2z,did:plc:tihggv2lcgqpw5fu4ilri5cq,BikeLoudPDX Leadership,People who have served on BikeLoud's Board of Directors and/or been in a leadership role at BikeLoud. Thank you!,2026-02-06T00:16:48Z
at://did:plc:u22htakgtv54i2gct7udjjt3/app.bsky.graph.starterpack/3lkqxspahed2g,did:plc:u22htakgtv54i2gct7udjjt3,Starter pack for Newbs,Publicly known folks who you may be interested in as you begin with Bluesky! 🦋 💕,2026-02-06T00:16:33Z
at://did:plc:uhm6cnf6nwoufcx3xm7ib3ji/app.bsky.graph.starterpack/3lkr4htmtim2u,did:plc:uhm6cnf6nwoufcx3xm7ib3ji,NEEDLEDICKRICK's Starter Pack,I love white women who fuck black men and cuck whitebois I love whitebois being humiliated and expose,2026-02-06T00:16:54Z
at://did:plc:vg37o7v7oxo7537z623u3qgq/app.bsky.graph.starterpack/3lkq73mcudr2t,did:plc:vg37o7v7oxo7537z623u3qgq,Women in Horror,"In celebration of WiHM, I’ve put together a list of women horror authors to follow!

This list will likely be expanded. 
This list is all-inclusive.",2026-02-06T00:16:51Z
at://did:plc:vxauyrfqvqkskxyhtyme63vx/app.bsky.graph.starterpack/3laooqmcemy2a,did:plc:vxauyrfqvqkskxyhtyme63vx,"🗽Pro-Democracy Leaders, Journalists, & Creators","🇺🇸 Follow these pro-democracy accounts for news & insights. Mostly US politics and legal analysis, with history, science, satire, and the arts as well. Knowledge is power. 
🌊💙🩵⚖️🌞💙🩵🗽",2026-02-06T00:16:26Z
at://did:plc:vxauyrfqvqkskxyhtyme63vx/app.bsky.graph.starterpack/3lbwproft3z22,did:plc:vxauyrfqvqkskxyhtyme63vx,💎#Blue Starter Pack,"💎2026 and 2028 will be here before we know it! We have a lot of GOOD WORK to do! This pack is based on my pro-democracy Threads friends 💙🩵 Many of these friends, like me, volunteered for Harris/Walz 2024. I’ll add more as they come over. 🇺🇸🗽💙",2026-02-06T00:16:26Z
at://did:plc:vxauyrfqvqkskxyhtyme63vx/app.bsky.graph.starterpack/3lgdq66vvhy2q,did:plc:vxauyrfqvqkskxyhtyme63vx,"📡 📰📍Local Publications, TV, Radio","We must focus on our local communities as well as national politics. AOC said in a recent TikTok video how crucial it is that we get to know our neighbors and strengthen our ties to community. This starter pack focuses on local US publications, TV/Radio stations and journalists.",2026-02-06T00:16:26Z
at://did:plc:vxauyrfqvqkskxyhtyme63vx/app.bsky.graph.starterpack/3lgusoqnka425,did:plc:vxauyrfqvqkskxyhtyme63vx,🧢🦋🌊 Dem Leaders Across the US,"Local, State & National Democrats, Dems running for office, Dem Committees & organizations",2026-02-06T00:16:25Z
at://did:plc:vxauyrfqvqkskxyhtyme63vx/app.bsky.graph.starterpack/3lh7mshjm5a2w,did:plc:vxauyrfqvqkskxyhtyme63vx,🏥 Public Health & 🩺 Medical Accounts,"Without a functioning federal public health agency, it’s up to us to find other sources for health news/info. Here’s a starter pack of accounts on medicine & public health.",2026-02-06T00:16:25Z
at://did:plc:vxauyrfqvqkskxyhtyme63vx/app.bsky.graph.starterpack/3logdfoh67n2g,did:plc:vxauyrfqvqkskxyhtyme63vx,🔵 Blue Dots,Let’s support Blue dots in Red areas! Follow and connect the dots! 💙🌊🌊 Together we are stronger 💪,2026-02-06T00:16:25Z
at://did:plc:vxauyrfqvqkskxyhtyme63vx/app.bsky.graph.starterpack/3loxw5kzo7i2x,did:plc:vxauyrfqvqkskxyhtyme63vx,Dem Leaders Pack #2,"Pack #2 of local, state, and national Democratic leaders, Dem groups and pro-Democracy organizations.",2026-02-06T00:16:25Z
at://did:plc:vxauyrfqvqkskxyhtyme63vx/app.bsky.graph.starterpack/3lryiqwun4n2f,did:plc:vxauyrfqvqkskxyhtyme63vx,BostonCatherine’s Humor Pack,"Follow these accounts for insights, satire, and laughs. Laughter is medicine 😄",2026-02-06T00:16:25Z
